,year,Tave MIR,Tave MPI,Tave NOR,Tmax,Tmax.1,Tmax.2,Tmin,Tmin.1,Tmin.2,city
217,2016-01-01,18.7,18.7,18.7,22.8,22.8,22.8,15.1,15.1,15.1,Liège
218,2017-01-01,19.6,19.6,19.6,24.0,24.0,24.0,15.5,15.5,15.5,Liège
219,2018-01-01,20.7,20.7,20.7,25.4,25.4,25.4,16.1,16.1,16.1,Liège
220,2019-01-01,20.6,20.6,20.6,25.7,25.7,25.7,15.9,15.9,15.9,Liège
221,2020-01-01,19.5,19.5,19.5,24.3,24.3,24.3,15.2,15.2,15.2,Liège
222,2021-01-01,18.2,18.2,18.2,22.0,22.0,22.0,14.9,14.9,14.9,Liège
223,2022-01-01,20.8,20.8,20.8,25.7,25.7,25.7,15.9,15.9,15.9,Liège
224,2023-01-01,19.7483870967742,18.7290322580645,18.8225806451613,24.4129032258065,23.1064516129032,23.1516129032258,15.4709677419355,14.641935483871,14.9322580645161,Liège
225,2024-01-01,18.6483870967742,21.9290322580645,16.6225806451613,22.6129032258065,26.4064516129032,20.2516129032258,15.0709677419355,17.541935483871,13.4322580645161,Liège
226,2025-01-01,17.7483870967742,20.3290322580645,18.9225806451613,21.9129032258065,24.9064516129032,23.5516129032258,13.7709677419355,16.141935483871,14.5322580645161,Liège
227,2026-01-01,20.0483870967742,19.1290322580645,17.1225806451613,24.6129032258065,23.6064516129032,20.9516129032258,16.1709677419355,14.941935483871,13.7322580645161,Liège
228,2027-01-01,17.7483870967742,17.5290322580645,19.4225806451613,22.0129032258065,21.8064516129032,23.8516129032258,13.9709677419355,13.741935483871,15.3322580645161,Liège
229,2028-01-01,18.2483870967742,16.4290322580645,18.3225806451613,22.5129032258065,20.2064516129032,22.5516129032258,14.4709677419355,13.241935483871,14.3322580645161,Liège
230,2029-01-01,20.0483870967742,18.8290322580645,18.3225806451613,24.5129032258065,23.6064516129032,22.3516129032258,15.8709677419355,14.341935483871,14.7322580645161,Liège
231,2030-01-01,19.9483870967742,19.4290322580645,17.8225806451613,24.2129032258065,24.3064516129032,21.9516129032258,15.9709677419355,14.841935483871,14.0322580645161,Liège
232,2031-01-01,18.9483870967742,20.2290322580645,19.0225806451613,23.6129032258065,25.1064516129032,23.0516129032258,14.6709677419355,15.641935483871,15.3322580645161,Liège
233,2032-01-01,19.5483870967742,20.4290322580645,18.5225806451613,23.9129032258065,24.8064516129032,23.1516129032258,15.5709677419355,16.041935483871,14.2322580645161,Liège
234,2033-01-01,19.0483870967742,17.5290322580645,20.6225806451613,23.5129032258065,21.4064516129032,24.9516129032258,14.9709677419355,14.141935483871,16.5322580645161,Liège
235,2034-01-01,19.7483870967742,20.5290322580645,17.4225806451613,24.1129032258065,25.2064516129032,21.1516129032258,15.6709677419355,16.241935483871,14.2322580645161,Liège
236,2035-01-01,20.1483870967742,17.5290322580645,18.7225806451613,24.5129032258065,21.6064516129032,23.0516129032258,16.0709677419355,14.241935483871,14.4322580645161,Liège
237,2036-01-01,19.2483870967742,18.9290322580645,20.8225806451613,23.8129032258065,23.0064516129032,25.2516129032258,15.1709677419355,15.141935483871,16.5322580645161,Liège
238,2037-01-01,19.5483870967742,18.4290322580645,19.2225806451613,23.7129032258065,22.6064516129032,23.5516129032258,15.6709677419355,14.541935483871,15.1322580645161,Liège
239,2038-01-01,19.3483870967742,18.0290322580645,18.4225806451613,23.7129032258065,22.3064516129032,22.4516129032258,15.3709677419355,14.241935483871,14.9322580645161,Liège
240,2039-01-01,19.8483870967742,17.7290322580645,19.2225806451613,24.1129032258065,22.0064516129032,23.5516129032258,15.9709677419355,14.041935483871,15.3322580645161,Liège
241,2040-01-01,19.8483870967742,18.2290322580645,16.7225806451613,24.3129032258065,22.6064516129032,20.4516129032258,15.9709677419355,14.041935483871,13.5322580645161,Liège
242,2041-01-01,20.5483870967742,20.3290322580645,17.9225806451613,25.2129032258065,25.4064516129032,22.2516129032258,16.1709677419355,15.341935483871,14.2322580645161,Liège
243,2042-01-01,18.8483870967742,19.1290322580645,17.5225806451613,23.1129032258065,23.6064516129032,21.4516129032258,14.9709677419355,15.241935483871,13.9322580645161,Liège
244,2043-01-01,19.3483870967742,19.2290322580645,21.4225806451613,23.4129032258065,23.8064516129032,25.9516129032258,15.7709677419355,15.041935483871,17.4322580645161,Liège
245,2044-01-01,19.0483870967742,19.8290322580645,19.0225806451613,23.7129032258065,24.3064516129032,23.3516129032258,14.7709677419355,15.541935483871,14.7322580645161,Liège
246,2045-01-01,19.6483870967742,18.7290322580645,19.5225806451613,23.7129032258065,23.5064516129032,23.9516129032258,16.1709677419355,14.341935483871,15.4322580645161,Liège
247,2046-01-01,19.7483870967742,19.8290322580645,19.5225806451613,24.5129032258065,24.3064516129032,23.8516129032258,14.9709677419355,15.741935483871,15.5322580645161,Liège
248,2047-01-01,20.8483870967742,19.0290322580645,18.6225806451613,25.4129032258065,23.5064516129032,22.3516129032258,16.8709677419355,14.841935483871,15.4322580645161,Liège
249,2048-01-01,19.4483870967742,17.9290322580645,18.1225806451613,24.1129032258065,22.2064516129032,22.1516129032258,15.0709677419355,14.141935483871,14.8322580645161,Liège
250,2049-01-01,20.3483870967742,20.0290322580645,19.5225806451613,25.0129032258065,24.8064516129032,23.8516129032258,15.8709677419355,15.341935483871,15.5322580645161,Liège
251,2050-01-01,20.9483870967742,21.7290322580645,20.9225806451613,25.5129032258065,26.5064516129032,25.7516129032258,16.7709677419355,16.941935483871,16.1322580645161,Liège
252,2051-01-01,20.0483870967742,19.4290322580645,19.2225806451613,24.4129032258065,23.9064516129032,23.3516129032258,16.0709677419355,15.441935483871,15.5322580645161,Liège
253,2052-01-01,19.7483870967742,20.1290322580645,19.3225806451613,23.9129032258065,25.0064516129032,23.6516129032258,15.7709677419355,15.441935483871,15.4322580645161,Liège
254,2053-01-01,20.9483870967742,20.6290322580645,17.3225806451613,25.4129032258065,24.9064516129032,20.9516129032258,17.0709677419355,16.641935483871,14.1322580645161,Liège
255,2054-01-01,19.7483870967742,21.6290322580645,19.2225806451613,23.6129032258065,26.1064516129032,22.9516129032258,16.5709677419355,17.141935483871,15.7322580645161,Liège
256,2055-01-01,18.8483870967742,19.4290322580645,21.6225806451613,23.0129032258065,23.7064516129032,26.4516129032258,15.2709677419355,15.441935483871,17.0322580645161,Liège
257,2056-01-01,20.0483870967742,18.0290322580645,22.6225806451613,24.3129032258065,22.2064516129032,27.4516129032258,16.3709677419355,14.141935483871,18.0322580645161,Liège
258,2057-01-01,20.6483870967742,18.8290322580645,20.4225806451613,24.9129032258065,23.2064516129032,24.8516129032258,17.0709677419355,14.741935483871,16.5322580645161,Liège
259,2058-01-01,21.1483870967742,20.0290322580645,21.0225806451613,25.7129032258065,24.6064516129032,25.4516129032258,16.8709677419355,15.941935483871,16.8322580645161,Liège
260,2059-01-01,18.7483870967742,21.2290322580645,20.2225806451613,23.1129032258065,25.7064516129032,24.6516129032258,14.7709677419355,17.041935483871,16.1322580645161,Liège
261,2060-01-01,22.5483870967742,17.8290322580645,20.7225806451613,27.3129032258065,22.0064516129032,25.4516129032258,17.8709677419355,14.141935483871,16.1322580645161,Liège
262,2061-01-01,20.2483870967742,20.7290322580645,20.6225806451613,24.5129032258065,25.6064516129032,24.8516129032258,16.3709677419355,15.841935483871,16.7322580645161,Liège
263,2062-01-01,19.1483870967742,21.1290322580645,20.6225806451613,23.8129032258065,26.3064516129032,25.2516129032258,14.6709677419355,16.141935483871,16.1322580645161,Liège
264,2063-01-01,21.3483870967742,22.6290322580645,18.3225806451613,26.0129032258065,28.0064516129032,22.1516129032258,17.0709677419355,17.041935483871,14.9322580645161,Liège
265,2064-01-01,20.7483870967742,18.0290322580645,22.4225806451613,25.1129032258065,21.7064516129032,27.5516129032258,16.5709677419355,15.041935483871,17.5322580645161,Liège
266,2065-01-01,19.5483870967742,19.1290322580645,21.2225806451613,23.9129032258065,23.7064516129032,25.8516129032258,15.3709677419355,14.941935483871,16.8322580645161,Liège
267,2066-01-01,20.7483870967742,20.1290322580645,21.4225806451613,25.3129032258065,24.7064516129032,25.9516129032258,16.6709677419355,15.641935483871,16.8322580645161,Liège
268,2067-01-01,23.8483870967742,20.2290322580645,20.3225806451613,28.8129032258065,24.8064516129032,25.2516129032258,19.0709677419355,16.041935483871,15.6322580645161,Liège
269,2068-01-01,20.6483870967742,19.1290322580645,21.8225806451613,25.5129032258065,23.6064516129032,26.5516129032258,16.1709677419355,14.941935483871,17.1322580645161,Liège
270,2069-01-01,21.3483870967742,19.5290322580645,20.1225806451613,25.9129032258065,24.0064516129032,24.4516129032258,16.9709677419355,15.241935483871,16.3322580645161,Liège
271,2070-01-01,21.4483870967742,20.5290322580645,21.4225806451613,25.9129032258065,25.3064516129032,26.1516129032258,17.4709677419355,16.041935483871,17.2322580645161,Liège
272,2071-01-01,20.9483870967742,19.1290322580645,19.8225806451613,25.3129032258065,23.7064516129032,24.1516129032258,16.8709677419355,14.741935483871,15.9322580645161,Liège
273,2072-01-01,21.0483870967742,20.0290322580645,19.9225806451613,25.2129032258065,24.5064516129032,24.6516129032258,17.4709677419355,15.841935483871,15.6322580645161,Liège
274,2073-01-01,21.9483870967742,23.4290322580645,19.6225806451613,26.4129032258065,28.4064516129032,23.7516129032258,17.8709677419355,18.641935483871,15.8322580645161,Liège
275,2074-01-01,19.6483870967742,22.5290322580645,20.0225806451613,23.7129032258065,27.4064516129032,24.6516129032258,16.2709677419355,17.841935483871,15.5322580645161,Liège
276,2075-01-01,20.4483870967742,22.1290322580645,22.2225806451613,25.1129032258065,27.5064516129032,27.1516129032258,16.2709677419355,16.941935483871,17.7322580645161,Liège
277,2076-01-01,20.2483870967742,20.0290322580645,20.7225806451613,24.8129032258065,24.6064516129032,25.0516129032258,15.9709677419355,15.841935483871,16.7322580645161,Liège
278,2077-01-01,22.9483870967742,19.9290322580645,17.7225806451613,27.6129032258065,24.1064516129032,21.4516129032258,18.6709677419355,15.841935483871,14.5322580645161,Liège
279,2078-01-01,21.1483870967742,19.0290322580645,19.1225806451613,25.8129032258065,23.1064516129032,23.0516129032258,16.7709677419355,15.341935483871,15.5322580645161,Liège
280,2079-01-01,22.9483870967742,20.3290322580645,20.2225806451613,27.6129032258065,24.7064516129032,24.6516129032258,18.7709677419355,16.041935483871,16.1322580645161,Liège
281,2080-01-01,22.9483870967742,20.9290322580645,21.3225806451613,27.6129032258065,25.7064516129032,25.7516129032258,18.3709677419355,16.341935483871,17.1322580645161,Liège
282,2081-01-01,20.9483870967742,19.7290322580645,18.0225806451613,25.3129032258065,24.0064516129032,21.7516129032258,16.9709677419355,15.741935483871,14.9322580645161,Liège
283,2082-01-01,19.9483870967742,20.5290322580645,21.8225806451613,24.0129032258065,25.4064516129032,26.6516129032258,16.4709677419355,15.941935483871,17.0322580645161,Liège
284,2083-01-01,19.5483870967742,21.8290322580645,22.1225806451613,23.5129032258065,26.3064516129032,26.7516129032258,16.1709677419355,17.541935483871,17.4322580645161,Liège
285,2084-01-01,21.4483870967742,19.0290322580645,21.5225806451613,26.0129032258065,23.0064516129032,26.1516129032258,17.0709677419355,15.641935483871,17.4322580645161,Liège
286,2085-01-01,21.6483870967742,22.6290322580645,24.9225806451613,25.9129032258065,27.3064516129032,29.9516129032258,17.7709677419355,18.041935483871,19.9322580645161,Liège
287,2086-01-01,22.2483870967742,21.0290322580645,21.4225806451613,26.8129032258065,25.5064516129032,25.8516129032258,17.7709677419355,16.941935483871,17.0322580645161,Liège
288,2087-01-01,22.0483870967742,21.3290322580645,21.5225806451613,26.7129032258065,26.3064516129032,26.6516129032258,17.5709677419355,16.441935483871,16.4322580645161,Liège
289,2088-01-01,21.8483870967742,20.6290322580645,18.5225806451613,26.6129032258065,25.3064516129032,22.5516129032258,17.1709677419355,16.241935483871,15.0322580645161,Liège
290,2089-01-01,22.6483870967742,22.4290322580645,22.7225806451613,27.5129032258065,27.3064516129032,27.4516129032258,18.0709677419355,17.741935483871,18.2322580645161,Liège
291,2090-01-01,23.3483870967742,18.9290322580645,22.1225806451613,27.9129032258065,23.1064516129032,27.3516129032258,19.1709677419355,15.141935483871,17.1322580645161,Liège
292,2091-01-01,21.7483870967742,18.8290322580645,20.0225806451613,26.3129032258065,22.8064516129032,23.9516129032258,17.7709677419355,15.541935483871,16.8322580645161,Liège
293,2092-01-01,21.8483870967742,19.8290322580645,20.2225806451613,26.4129032258065,24.3064516129032,24.4516129032258,17.6709677419355,15.641935483871,16.4322580645161,Liège
294,2093-01-01,21.2483870967742,21.9290322580645,23.7225806451613,26.2129032258065,26.7064516129032,28.9516129032258,16.4709677419355,17.141935483871,18.6322580645161,Liège
295,2094-01-01,21.9483870967742,23.3290322580645,21.0225806451613,26.6129032258065,28.5064516129032,25.3516129032258,17.7709677419355,18.341935483871,16.9322580645161,Liège
296,2095-01-01,22.3483870967742,21.3290322580645,22.9225806451613,27.0129032258065,25.9064516129032,27.4516129032258,18.1709677419355,17.041935483871,18.9322580645161,Liège
297,2096-01-01,22.2483870967742,20.5290322580645,22.1225806451613,26.8129032258065,25.1064516129032,27.1516129032258,17.8709677419355,16.441935483871,17.2322580645161,Liège
298,2097-01-01,21.3483870967742,20.0290322580645,22.1225806451613,25.8129032258065,24.3064516129032,26.5516129032258,17.2709677419355,16.241935483871,17.7322580645161,Liège
299,2098-01-01,22.1483870967742,22.2290322580645,21.4225806451613,26.4129032258065,26.7064516129032,25.7516129032258,18.2709677419355,18.041935483871,17.3322580645161,Liège
300,2099-01-01,21.5483870967742,21.7290322580645,21.9225806451613,25.9129032258065,26.1064516129032,26.4516129032258,17.6709677419355,17.641935483871,17.6322580645161,Liège
301,2100-01-01,21.7483870967742,22.6290322580645,23.0225806451613,26.0129032258065,27.7064516129032,27.5516129032258,17.9709677419355,17.441935483871,18.9322580645161,Liège
302,1950-01-01,20.0,20.0,20.0,24.7,24.7,24.7,15.4,15.4,15.4,Namur
303,1951-01-01,18.3,18.3,18.3,22.7,22.7,22.7,14.0,14.0,14.0,Namur
304,1952-01-01,19.1,19.1,19.1,23.9,23.9,23.9,14.5,14.5,14.5,Namur
305,1953-01-01,17.7,17.7,17.7,21.9,21.9,21.9,13.9,13.9,13.9,Namur
306,1954-01-01,16.2,16.2,16.2,20.3,20.3,20.3,12.7,12.7,12.7,Namur
307,1955-01-01,18.5,18.5,18.5,22.9,22.9,22.9,14.3,14.3,14.3,Namur
308,1956-01-01,16.0,16.0,16.0,19.9,19.9,19.9,12.4,12.4,12.4,Namur
309,1957-01-01,18.3,18.3,18.3,22.7,22.7,22.7,14.2,14.2,14.2,Namur
310,1958-01-01,17.7,17.7,17.7,21.8,21.8,21.8,13.8,13.8,13.8,Namur
311,1959-01-01,19.5,19.5,19.5,24.6,24.6,24.6,14.5,14.5,14.5,Namur
312,1960-01-01,17.0,17.0,17.0,21.1,21.1,21.1,13.4,13.4,13.4,Namur
313,1961-01-01,17.2,17.2,17.2,21.4,21.4,21.4,13.2,13.2,13.2,Namur
314,1962-01-01,16.6,16.6,16.6,21.0,21.0,21.0,12.3,12.3,12.3,Namur
315,1963-01-01,17.1,17.1,17.1,21.0,21.0,21.0,13.5,13.5,13.5,Namur
316,1964-01-01,18.4,18.4,18.4,22.9,22.9,22.9,14.1,14.1,14.1,Namur
317,1965-01-01,16.0,16.0,16.0,19.6,19.6,19.6,12.7,12.7,12.7,Namur
318,1966-01-01,16.6,16.6,16.6,20.5,20.5,20.5,13.2,13.2,13.2,Namur
319,1967-01-01,18.3,18.3,18.3,22.5,22.5,22.5,14.2,14.2,14.2,Namur
320,1968-01-01,16.5,16.5,16.5,20.3,20.3,20.3,13.2,13.2,13.2,Namur
321,1969-01-01,17.8,17.8,17.8,21.7,21.7,21.7,14.2,14.2,14.2,Namur
322,1970-01-01,17.8,17.8,17.8,21.8,21.8,21.8,14.0,14.0,14.0,Namur
323,1971-01-01,17.6,17.6,17.6,21.5,21.5,21.5,13.9,13.9,13.9,Namur
324,1972-01-01,15.8,15.8,15.8,19.3,19.3,19.3,12.8,12.8,12.8,Namur
325,1973-01-01,18.7,18.7,18.7,23.1,23.1,23.1,14.6,14.6,14.6,Namur
326,1974-01-01,16.8,16.8,16.8,21.0,21.0,21.0,13.0,13.0,13.0,Namur
327,1975-01-01,18.6,18.6,18.6,22.9,22.9,22.9,14.5,14.5,14.5,Namur
328,1976-01-01,20.0,20.0,20.0,24.8,24.8,24.8,15.0,15.0,15.0,Namur
329,1977-01-01,16.1,16.1,16.1,19.5,19.5,19.5,13.0,13.0,13.0,Namur
330,1978-01-01,15.6,15.6,15.6,19.2,19.2,19.2,12.3,12.3,12.3,Namur
331,1979-01-01,16.4,16.4,16.4,20.3,20.3,20.3,12.9,12.9,12.9,Namur
332,1980-01-01,15.8,15.8,15.8,19.2,19.2,19.2,12.8,12.8,12.8,Namur
333,1981-01-01,16.2,16.2,16.2,19.6,19.6,19.6,13.2,13.2,13.2,Namur
334,1982-01-01,18.2,18.2,18.2,22.2,22.2,22.2,14.7,14.7,14.7,Namur
335,1983-01-01,19.7,19.7,19.7,24.2,24.2,24.2,15.5,15.5,15.5,Namur
336,1984-01-01,16.7,16.7,16.7,20.7,20.7,20.7,13.1,13.1,13.1,Namur
337,1985-01-01,16.8,16.8,16.8,20.8,20.8,20.8,13.1,13.1,13.1,Namur
338,1986-01-01,17.4,17.4,17.4,21.5,21.5,21.5,13.7,13.7,13.7,Namur
339,1987-01-01,16.1,16.1,16.1,19.3,19.3,19.3,13.1,13.1,13.1,Namur
340,1988-01-01,16.4,16.4,16.4,20.0,20.0,20.0,13.1,13.1,13.1,Namur
341,1989-01-01,18.4,18.4,18.4,22.7,22.7,22.7,14.2,14.2,14.2,Namur
342,1990-01-01,18.2,18.2,18.2,22.8,22.8,22.8,13.8,13.8,13.8,Namur
343,1991-01-01,17.9,17.9,17.9,21.9,21.9,21.9,14.1,14.1,14.1,Namur
344,1992-01-01,18.4,18.4,18.4,22.3,22.3,22.3,14.7,14.7,14.7,Namur
345,1993-01-01,17.2,17.2,17.2,21.4,21.4,21.4,13.4,13.4,13.4,Namur
346,1994-01-01,19.6,19.6,19.6,24.2,24.2,24.2,15.2,15.2,15.2,Namur
347,1995-01-01,19.1,19.1,19.1,23.5,23.5,23.5,15.0,15.0,15.0,Namur
348,1996-01-01,17.4,17.4,17.4,21.6,21.6,21.6,13.5,13.5,13.5,Namur
349,1997-01-01,18.6,18.6,18.6,22.6,22.6,22.6,15.1,15.1,15.1,Namur
350,1998-01-01,17.1,17.1,17.1,20.9,20.9,20.9,13.6,13.6,13.6,Namur
351,1999-01-01,18.6,18.6,18.6,22.8,22.8,22.8,14.6,14.6,14.6,Namur
352,2000-01-01,16.9,16.9,16.9,20.7,20.7,20.7,13.5,13.5,13.5,Namur
353,2001-01-01,18.4,18.4,18.4,22.6,22.6,22.6,14.5,14.5,14.5,Namur
354,2002-01-01,18.3,18.3,18.3,22.2,22.2,22.2,14.8,14.8,14.8,Namur
355,2003-01-01,21.0,21.0,21.0,25.4,25.4,25.4,16.5,16.5,16.5,Namur
356,2004-01-01,17.9,17.9,17.9,21.9,21.9,21.9,14.5,14.5,14.5,Namur
357,2005-01-01,18.1,18.1,18.1,22.3,22.3,22.3,14.2,14.2,14.2,Namur
358,2006-01-01,19.1,19.1,19.1,23.4,23.4,23.4,15.2,15.2,15.2,Namur
359,2007-01-01,17.5,17.5,17.5,21.3,21.3,21.3,14.2,14.2,14.2,Namur
360,2008-01-01,17.8,17.8,17.8,21.8,21.8,21.8,14.3,14.3,14.3,Namur
361,2009-01-01,18.7,18.7,18.7,23.2,23.2,23.2,14.6,14.6,14.6,Namur
362,2010-01-01,18.9,18.9,18.9,23.1,23.1,23.1,14.9,14.9,14.9,Namur
363,2011-01-01,17.2,17.2,17.2,21.3,21.3,21.3,13.6,13.6,13.6,Namur
364,2012-01-01,18.1,18.1,18.1,22.3,22.3,22.3,14.4,14.4,14.4,Namur
365,2013-01-01,19.1,19.1,19.1,23.5,23.5,23.5,15.0,15.0,15.0,Namur
366,2014-01-01,17.7,17.7,17.7,21.5,21.5,21.5,14.2,14.2,14.2,Namur
367,2015-01-01,19.5,19.5,19.5,24.1,24.1,24.1,15.1,15.1,15.1,Namur
368,2016-01-01,18.7,18.7,18.7,22.6,22.6,22.6,15.2,15.2,15.2,Namur
369,2017-01-01,19.9,19.9,19.9,24.3,24.3,24.3,15.8,15.8,15.8,Namur
370,2018-01-01,20.5,20.5,20.5,25.2,25.2,25.2,16.1,16.1,16.1,Namur
371,2019-01-01,20.6,20.6,20.6,25.5,25.5,25.5,16.0,16.0,16.0,Namur
372,2020-01-01,19.6,19.6,19.6,24.0,24.0,24.0,15.5,15.5,15.5,Namur
373,2021-01-01,18.2,18.2,18.2,21.9,21.9,21.9,15.0,15.0,15.0,Namur
374,2022-01-01,20.8,20.8,20.8,25.7,25.7,25.7,15.9,15.9,15.9,Namur
375,2023-01-01,19.8064516129032,18.5483870967742,18.9290322580645,24.2096774193548,22.6870967741936,22.9870967741936,15.5451612903226,14.7064516129032,15.1870967741935,Namur
376,2024-01-01,18.6064516129032,21.9483870967742,16.7290322580645,22.5096774193548,26.2870967741936,20.2870967741936,15.0451612903226,17.7064516129032,13.6870967741935,Namur
377,2025-01-01,17.6064516129032,20.3483870967742,18.9290322580645,21.6096774193548,24.7870967741936,23.1870967741936,13.8451612903226,16.1064516129032,14.7870967741935,Namur
378,2026-01-01,20.0064516129032,19.1483870967742,17.1290322580645,24.2096774193548,23.4870967741936,20.7870967741936,16.2451612903226,15.1064516129032,13.9870967741935,Namur
379,2027-01-01,17.8064516129032,17.6483870967742,19.4290322580645,21.9096774193548,21.7870967741936,23.4870967741936,14.0451612903226,13.9064516129032,15.5870967741935,Namur
380,2028-01-01,18.5064516129032,16.4483870967742,18.4290322580645,22.5096774193548,19.9870967741936,22.3870967741935,14.6451612903226,13.3064516129032,14.5870967741935,Namur
381,2029-01-01,19.8064516129032,18.7483870967742,18.5290322580645,24.0096774193548,23.3870967741935,22.1870967741936,15.8451612903226,14.4064516129032,15.0870967741935,Namur
382,2030-01-01,19.9064516129032,19.4483870967742,17.8290322580645,24.1096774193548,24.1870967741936,21.7870967741936,15.9451612903226,14.8064516129032,14.3870967741935,Namur
383,2031-01-01,18.9064516129032,20.2483870967742,18.9290322580645,23.4096774193548,24.9870967741936,22.7870967741936,14.7451612903226,15.8064516129032,15.3870967741935,Namur
384,2032-01-01,19.6064516129032,20.4483870967742,18.6290322580645,23.8096774193548,24.7870967741936,22.9870967741936,15.6451612903226,16.2064516129032,14.5870967741935,Namur
385,2033-01-01,19.1064516129032,17.6483870967742,20.5290322580645,23.3096774193548,21.4870967741936,24.7870967741936,15.1451612903226,14.4064516129032,16.5870967741935,Namur
386,2034-01-01,19.9064516129032,20.5483870967742,17.3290322580645,24.0096774193548,25.0870967741935,20.8870967741935,15.8451612903226,16.4064516129032,14.2870967741935,Namur
387,2035-01-01,19.9064516129032,17.6483870967742,18.8290322580645,24.1096774193548,21.4870967741936,23.0870967741936,15.9451612903226,14.3064516129032,14.5870967741935,Namur
388,2036-01-01,19.2064516129032,18.7483870967742,20.8290322580645,23.5096774193548,22.5870967741935,25.1870967741936,15.1451612903226,15.2064516129032,16.5870967741935,Namur
389,2037-01-01,19.4064516129032,18.5483870967742,19.1290322580645,23.2096774193548,22.4870967741936,23.1870967741936,15.7451612903226,14.8064516129032,15.1870967741935,Namur
390,2038-01-01,19.2064516129032,17.9483870967742,18.5290322580645,23.2096774193548,21.9870967741936,22.2870967741936,15.3451612903226,14.3064516129032,15.1870967741935,Namur
391,2039-01-01,19.8064516129032,17.9483870967742,19.2290322580645,23.8096774193548,21.8870967741935,23.3870967741935,16.0451612903226,14.4064516129032,15.4870967741935,Namur
392,2040-01-01,19.8064516129032,18.3483870967742,16.6290322580645,24.0096774193548,22.4870967741936,20.0870967741936,15.9451612903226,14.5064516129032,13.5870967741935,Namur
393,2041-01-01,20.5064516129032,20.3483870967742,17.9290322580645,25.1096774193548,25.2870967741936,21.9870967741936,16.3451612903226,15.4064516129032,14.2870967741935,Namur
394,2042-01-01,18.9064516129032,19.3483870967742,17.6290322580645,23.0096774193548,23.7870967741936,21.3870967741935,15.1451612903226,15.4064516129032,14.1870967741935,Namur
395,2043-01-01,19.5064516129032,19.2483870967742,21.4290322580645,23.4096774193548,23.7870967741936,25.7870967741936,16.0451612903226,15.1064516129032,17.3870967741935,Namur
396,2044-01-01,18.9064516129032,19.8483870967742,19.1290322580645,23.5096774193548,24.0870967741935,23.3870967741935,14.5451612903226,15.7064516129032,14.8870967741935,Namur
397,2045-01-01,19.6064516129032,18.8483870967742,19.3290322580645,23.5096774193548,23.4870967741936,23.4870967741936,16.1451612903226,14.5064516129032,15.5870967741935,Namur
398,2046-01-01,19.6064516129032,19.9483870967742,19.5290322580645,24.2096774193548,24.1870967741936,23.6870967741936,14.8451612903226,16.0064516129032,15.7870967741935,Namur
399,2047-01-01,20.7064516129032,19.1483870967742,18.7290322580645,25.1096774193548,23.4870967741936,22.1870967741936,16.7451612903226,15.2064516129032,15.6870967741935,Namur
400,2048-01-01,19.2064516129032,18.1483870967742,18.2290322580645,23.9096774193548,22.2870967741936,22.0870967741936,14.7451612903226,14.4064516129032,14.9870967741935,Namur
401,2049-01-01,20.1064516129032,20.0483870967742,19.5290322580645,24.6096774193548,24.8870967741935,23.5870967741936,15.7451612903226,15.4064516129032,15.7870967741935,Namur
402,2050-01-01,20.9064516129032,21.8483870967742,20.7290322580645,25.1096774193548,26.5870967741935,25.5870967741936,16.8451612903226,17.1064516129032,15.8870967741935,Namur
403,2051-01-01,20.0064516129032,19.5483870967742,19.2290322580645,24.0096774193548,23.8870967741935,23.1870967741936,16.1451612903226,15.7064516129032,15.5870967741935,Namur
404,2052-01-01,19.6064516129032,20.2483870967742,19.4290322580645,23.7096774193548,24.9870967741936,23.4870967741936,15.7451612903226,15.6064516129032,15.5870967741935,Namur
405,2053-01-01,20.9064516129032,20.7483870967742,17.3290322580645,25.2096774193548,24.9870967741936,20.5870967741936,17.1451612903226,16.9064516129032,14.4870967741935,Namur
406,2054-01-01,19.7064516129032,21.6483870967742,19.1290322580645,23.4096774193548,26.0870967741935,22.6870967741936,16.6451612903226,17.4064516129032,15.8870967741935,Namur
407,2055-01-01,18.7064516129032,19.4483870967742,21.4290322580645,22.6096774193548,23.5870967741935,25.9870967741936,15.2451612903226,15.6064516129032,16.9870967741936,Namur
408,2056-01-01,19.9064516129032,18.2483870967742,22.5290322580645,23.9096774193548,22.2870967741936,27.3870967741935,16.4451612903226,14.4064516129032,17.8870967741935,Namur
409,2057-01-01,20.9064516129032,19.0483870967742,20.5290322580645,25.0096774193548,23.2870967741936,24.6870967741936,17.2451612903226,15.0064516129032,16.7870967741935,Namur
410,2058-01-01,21.1064516129032,20.0483870967742,21.1290322580645,25.5096774193548,24.5870967741935,25.2870967741936,17.1451612903226,15.9064516129032,17.2870967741935,Namur
411,2059-01-01,18.8064516129032,21.3483870967742,20.1290322580645,23.2096774193548,25.6870967741936,24.4870967741936,14.8451612903226,17.3064516129032,16.2870967741936,Namur
412,2060-01-01,22.3064516129032,17.8483870967742,20.7290322580645,27.0096774193548,21.7870967741936,25.2870967741936,17.6451612903226,14.2064516129032,16.2870967741936,Namur
413,2061-01-01,20.2064516129032,20.5483870967742,20.7290322580645,24.3096774193548,25.1870967741936,24.8870967741935,16.2451612903226,15.9064516129032,16.9870967741936,Namur
414,2062-01-01,19.0064516129032,20.9483870967742,20.4290322580645,23.7096774193548,25.9870967741936,24.8870967741935,14.5451612903226,16.0064516129032,16.0870967741935,Namur
