,centroid_lon,centroid_lat,raster_value,geometry,index_right,ogc_fid,cd_sector,tx_sector_descr_nl,tx_sector_descr_fr,tx_sector_descr_de,cd_sub_munty,tx_sub_munty_nl,tx_sub_munty_fr,tx_munty_dstr,cd_munty_refnis,tx_munty_descr_nl,tx_munty_descr_fr,tx_munty_descr_de,cd_dstr_refnis,tx_adm_dstr_descr_nl,tx_adm_dstr_descr_fr,tx_adm_dstr_descr_de,cd_prov_refnis,tx_prov_descr_nl,tx_prov_descr_fr,tx_prov_descr_de,cd_rgn_refnis,tx_rgn_descr_nl,tx_rgn_descr_fr,tx_rgn_descr_de,cd_country,cd_nuts_lvl1,cd_nuts_lvl2,cd_nuts_lvl3,ms_area_ha,ms_perimeter_m,dt_situation
2783,5.604589057621694,50.661875761927845,33.50093078613281,POINT (5.604589057621694 50.661875761927845),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2784,5.606385688189933,50.66187576192785,34.338802337646484,POINT (5.606385688189933 50.66187576192785),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2905,5.581232860234585,50.66073687183277,32.77312088012695,POINT (5.581232860234585 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2906,5.583029490802826,50.66073687183277,33.899017333984375,POINT (5.583029490802826 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2907,5.584826121371066,50.660736871832775,32.89480209350586,POINT (5.584826121371066 50.660736871832775),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2908,5.586622751939304,50.66073687183277,32.288673400878906,POINT (5.586622751939304 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2909,5.588419382507544,50.66073687183277,33.15685272216797,POINT (5.588419382507544 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2910,5.590216013075782,50.66073687183277,32.735294342041016,POINT (5.590216013075782 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2911,5.59201264364402,50.66073687183277,31.9771785736084,POINT (5.59201264364402 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2912,5.59380927421226,50.66073687183277,32.463905334472656,POINT (5.59380927421226 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2913,5.5956059047804985,50.66073687183277,36.46230316162109,POINT (5.5956059047804985 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2916,5.600995796485217,50.66073687183277,34.45433044433594,POINT (5.600995796485217 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2917,5.602792427053455,50.66073687183277,33.49819564819336,POINT (5.602792427053455 50.66073687183277),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2918,5.604589057621695,50.660736871832775,32.96977233886719,POINT (5.604589057621695 50.660736871832775),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3041,5.583029490802826,50.65959795411723,31.618059158325195,POINT (5.583029490802826 50.65959795411723),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3042,5.584826121371065,50.65959795411723,31.44875144958496,POINT (5.584826121371065 50.65959795411723),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3043,5.586622751939303,50.65959795411722,31.320690155029297,POINT (5.586622751939303 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3044,5.588419382507542,50.65959795411722,32.24583435058594,POINT (5.588419382507542 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3045,5.59021601307578,50.65959795411722,33.19194412231445,POINT (5.59021601307578 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3046,5.59201264364402,50.65959795411722,33.12813949584961,POINT (5.59201264364402 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3047,5.59380927421226,50.65959795411722,32.16585159301758,POINT (5.59380927421226 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3048,5.595605904780498,50.65959795411722,33.08211135864258,POINT (5.595605904780498 50.65959795411722),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
3179,5.588419382507542,50.65845900878102,32.05351257324219,POINT (5.588419382507542 50.65845900878102),44,13212,62063A91-,WALTHERE-DEWE,WALTHERE-DEWE,WALTHERE-DEWE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,97.4231684774,5723,2023-01-01
2270,5.653098082964149,50.66643104610806,37.83406829833984,POINT (5.653098082964149 50.66643104610806),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2271,5.654894713532388,50.66643104610806,37.56700897216797,POINT (5.654894713532388 50.66643104610806),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2405,5.653098082964149,50.66529226649258,37.371952056884766,POINT (5.653098082964149 50.66529226649258),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2406,5.654894713532388,50.66529226649257,37.47654342651367,POINT (5.654894713532388 50.66529226649257),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2539,5.651301452395909,50.66415345925752,37.87326431274414,POINT (5.651301452395909 50.66415345925752),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2540,5.653098082964149,50.66415345925753,38.1220932006836,POINT (5.653098082964149 50.66415345925753),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2541,5.654894713532388,50.66415345925753,37.554176330566406,POINT (5.654894713532388 50.66415345925753),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2674,5.651301452395909,50.6630146244027,37.8470573425293,POINT (5.651301452395909 50.6630146244027),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2675,5.653098082964149,50.66301462440269,37.22412490844727,POINT (5.653098082964149 50.66301462440269),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2809,5.65130145239591,50.661875761927845,37.60711288452149,POINT (5.65130145239591 50.661875761927845),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2810,5.653098082964148,50.661875761927845,36.75799179077149,POINT (5.653098082964148 50.661875761927845),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2944,5.651301452395909,50.66073687183277,38.493919372558594,POINT (5.651301452395909 50.66073687183277),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
3079,5.65130145239591,50.65959795411723,38.47533416748047,POINT (5.65130145239591 50.65959795411723),75,13243,62063C33-,LE BOLET,LE BOLET,LE BOLET,62063C,WANDRE*,WANDRE*,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,18.2220524825,2541,2023-01-01
2356,5.565063185120434,50.66529226649257,35.162315368652344,POINT (5.565063185120434 50.66529226649257),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2357,5.566859815688675,50.66529226649257,36.2200813293457,POINT (5.566859815688675 50.66529226649257),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2358,5.568656446256913,50.66529226649258,36.46435546875,POINT (5.568656446256913 50.66529226649258),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2490,5.563266554552195,50.66415345925753,36.79316711425781,POINT (5.563266554552195 50.66415345925753),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2491,5.565063185120435,50.66415345925752,35.98810958862305,POINT (5.565063185120435 50.66415345925752),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2492,5.566859815688675,50.66415345925753,36.28388214111328,POINT (5.566859815688675 50.66415345925753),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2493,5.568656446256913,50.66415345925753,34.4404296875,POINT (5.568656446256913 50.66415345925753),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
2623,5.559673293415719,50.66301462440269,35.53032302856445,POINT (5.559673293415719 50.66301462440269),27,13195,62063A62-,JEAN-DE-WILDE,JEAN-DE-WILDE,JEAN-DE-WILDE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,35.3618979864,2744,2023-01-01
