,centroid_lon,centroid_lat,raster_value,geometry,index_right,ogc_fid,cd_sector,tx_sector_descr_nl,tx_sector_descr_fr,tx_sector_descr_de,cd_sub_munty,tx_sub_munty_nl,tx_sub_munty_fr,tx_munty_dstr,cd_munty_refnis,tx_munty_descr_nl,tx_munty_descr_fr,tx_munty_descr_de,cd_dstr_refnis,tx_adm_dstr_descr_nl,tx_adm_dstr_descr_fr,tx_adm_dstr_descr_de,cd_prov_refnis,tx_prov_descr_nl,tx_prov_descr_fr,tx_prov_descr_de,cd_rgn_refnis,tx_rgn_descr_nl,tx_rgn_descr_fr,tx_rgn_descr_de,cd_country,cd_nuts_lvl1,cd_nuts_lvl2,cd_nuts_lvl3,ms_area_ha,ms_perimeter_m,dt_situation
4941,5.600995796485217,50.64365020582941,41.36032485961914,POINT (5.600995796485217 50.64365020582941),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5072,5.593809274212261,50.64251087378074,39.95210266113281,POINT (5.593809274212261 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5073,5.5956059047804985,50.64251087378074,40.90298080444336,POINT (5.5956059047804985 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5074,5.5974025353487376,50.64251087378074,40.69832611083984,POINT (5.5974025353487376 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5075,5.599199165916976,50.64251087378074,40.90618515014648,POINT (5.599199165916976 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5076,5.600995796485216,50.64251087378074,40.71434783935547,POINT (5.600995796485216 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5077,5.602792427053456,50.64251087378074,40.53339385986328,POINT (5.602792427053456 50.64251087378074),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5207,5.59380927421226,50.64137151410813,41.171424865722656,POINT (5.59380927421226 50.64137151410813),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5208,5.5956059047804985,50.64137151410813,41.55241775512695,POINT (5.5956059047804985 50.64137151410813),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5209,5.5974025353487376,50.64137151410813,41.13134765625,POINT (5.5974025353487376 50.64137151410813),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5210,5.599199165916977,50.64137151410813,41.13497924804688,POINT (5.599199165916977 50.64137151410813),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5342,5.59380927421226,50.64023212681134,41.701446533203125,POINT (5.59380927421226 50.64023212681134),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5343,5.5956059047804985,50.64023212681134,41.62260437011719,POINT (5.5956059047804985 50.64023212681134),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5344,5.5974025353487376,50.64023212681134,40.8779296875,POINT (5.5974025353487376 50.64023212681134),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5477,5.593809274212261,50.639092711890136,41.31361389160156,POINT (5.593809274212261 50.639092711890136),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
5478,5.5956059047804985,50.639092711890136,40.92304992675781,POINT (5.5956059047804985 50.639092711890136),92,13260,62063E00-,BRESSOUX-CENTRE,BRESSOUX-CENTRE,BRESSOUX-CENTRE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,29.1386004617,2686,2023-01-01
4809,5.606385688189933,50.64478951025433,38.689598083496094,POINT (5.606385688189933 50.64478951025433),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4810,5.608182318758171,50.64478951025433,39.54900360107422,POINT (5.608182318758171 50.64478951025433),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4943,5.604589057621695,50.64365020582942,41.08319091796875,POINT (5.604589057621695 50.64365020582942),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4944,5.606385688189934,50.64365020582941,41.13739013671875,POINT (5.606385688189934 50.64365020582941),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4945,5.608182318758172,50.6436502058294,40.45500564575195,POINT (5.608182318758172 50.6436502058294),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4946,5.609978949326412,50.64365020582942,38.68593597412109,POINT (5.609978949326412 50.64365020582942),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4947,5.611775579894649,50.64365020582941,36.87783432006836,POINT (5.611775579894649 50.64365020582941),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4948,5.613572210462889,50.6436502058294,37.72935104370117,POINT (5.613572210462889 50.6436502058294),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4949,5.615368841031129,50.64365020582942,38.41615676879883,POINT (5.615368841031129 50.64365020582942),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5079,5.606385688189933,50.64251087378074,36.11326599121094,POINT (5.606385688189933 50.64251087378074),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5080,5.608182318758171,50.64251087378074,36.715919494628906,POINT (5.608182318758171 50.64251087378074),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5081,5.609978949326412,50.64251087378075,36.91393661499024,POINT (5.609978949326412 50.64251087378075),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5082,5.611775579894649,50.64251087378074,35.955753326416016,POINT (5.611775579894649 50.64251087378074),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5083,5.61357221046289,50.64251087378074,38.00917053222656,POINT (5.61357221046289 50.64251087378074),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5084,5.615368841031129,50.64251087378075,36.89935302734375,POINT (5.615368841031129 50.64251087378075),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5215,5.608182318758172,50.641371514108144,35.26303482055664,POINT (5.608182318758172 50.641371514108144),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5216,5.609978949326411,50.64137151410814,33.28787612915039,POINT (5.609978949326411 50.64137151410814),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5217,5.611775579894649,50.64137151410813,33.06547546386719,POINT (5.611775579894649 50.64137151410813),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5218,5.6135722104628885,50.641371514108144,34.35383987426758,POINT (5.6135722104628885 50.641371514108144),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5219,5.615368841031128,50.64137151410814,30.9881591796875,POINT (5.615368841031128 50.64137151410814),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5351,5.609978949326412,50.64023212681134,31.827468872070312,POINT (5.609978949326412 50.64023212681134),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
5353,5.6135722104628885,50.64023212681133,30.72640991210937,POINT (5.6135722104628885 50.64023212681133),94,13262,62063E02-,LA GROTTE,LA GROTTE,LA GROTTE,62063E,BRESSOUX,BRESSOUX,,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,33.3844790795,2877,2023-01-01
4907,5.5399103571650885,50.6436502058294,32.27226638793945,POINT (5.5399103571650885 50.6436502058294),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
4908,5.541706987733328,50.64365020582941,30.64211654663086,POINT (5.541706987733328 50.64365020582941),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
4909,5.543503618301567,50.64365020582942,31.65087127685547,POINT (5.543503618301567 50.64365020582942),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5041,5.53811372659685,50.64251087378075,31.58817481994629,POINT (5.53811372659685 50.64251087378075),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5042,5.539910357165089,50.64251087378074,30.04884529113769,POINT (5.539910357165089 50.64251087378074),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5043,5.5417069877333285,50.64251087378074,29.898452758789062,POINT (5.5417069877333285 50.64251087378074),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5044,5.543503618301566,50.64251087378075,31.4523983001709,POINT (5.543503618301566 50.64251087378075),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5045,5.545300248869805,50.64251087378074,34.55960464477539,POINT (5.545300248869805 50.64251087378074),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5046,5.547096879438043,50.64251087378074,34.610679626464844,POINT (5.547096879438043 50.64251087378074),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5176,5.538113726596849,50.64137151410814,31.381628036499023,POINT (5.538113726596849 50.64137151410814),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5177,5.5399103571650885,50.641371514108144,30.62502670288086,POINT (5.5399103571650885 50.641371514108144),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
5178,5.541706987733328,50.64137151410813,30.976593017578125,POINT (5.541706987733328 50.64137151410813),40,13208,62063A83-,L'ESPERANCE,L'ESPERANCE,L'ESPERANCE,62063A,"LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM","LIEGE(MEUSE NORD) + PARTIE DE HERSTAL,SAINT-NICOLAS,VOTTEM",,62063,Luik,Liège,Lüttich,62000,Arrondissement Luik,Arrondissement de Liège,Bezirk Lüttich,60000,Provincie Luik,Province de Liège,Provinz Lüttich,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE33,BE332,45.965605221,2882,2023-01-01
