,centroid_lon,centroid_lat,raster_value,geometry,index_right,ogc_fid,cd_sector,tx_sector_descr_nl,tx_sector_descr_fr,tx_sector_descr_de,cd_sub_munty,tx_sub_munty_nl,tx_sub_munty_fr,tx_munty_dstr,cd_munty_refnis,tx_munty_descr_nl,tx_munty_descr_fr,tx_munty_descr_de,cd_dstr_refnis,tx_adm_dstr_descr_nl,tx_adm_dstr_descr_fr,tx_adm_dstr_descr_de,cd_prov_refnis,tx_prov_descr_nl,tx_prov_descr_fr,tx_prov_descr_de,cd_rgn_refnis,tx_rgn_descr_nl,tx_rgn_descr_fr,tx_rgn_descr_de,cd_country,cd_nuts_lvl1,cd_nuts_lvl2,cd_nuts_lvl3,ms_area_ha,ms_perimeter_m,dt_situation
6653,4.422406143720404,50.465580297388136,36.66185760498047,POINT (4.422406143720404 50.465580297388136),260,9985,52011P041,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,17.0701592067,2612,2023-01-01
6655,4.425999404856882,50.465580297388136,32.773860931396484,POINT (4.425999404856882 50.465580297388136),260,9985,52011P041,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,17.0701592067,2612,2023-01-01
6824,4.418812882583925,50.464436653374825,35.99620056152344,POINT (4.418812882583925 50.464436653374825),260,9985,52011P041,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,17.0701592067,2612,2023-01-01
6825,4.420609513152166,50.464436653374825,36.2892951965332,POINT (4.420609513152166 50.464436653374825),260,9985,52011P041,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,17.0701592067,2612,2023-01-01
6996,4.417016252015687,50.46329298170382,36.53368377685547,POINT (4.417016252015687 50.46329298170382),260,9985,52011P041,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,CHAUSSEE DE COURCELLES,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,17.0701592067,2612,2023-01-01
6336,4.474508430199337,50.46786750244252,37.83210372924805,POINT (4.474508430199337 50.46786750244252),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6506,4.469118538494619,50.46672391374396,39.054473876953125,POINT (4.469118538494619 50.46672391374396),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6507,4.470915169062859,50.46672391374396,37.9051628112793,POINT (4.470915169062859 50.46672391374396),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6508,4.472711799631097,50.46672391374396,37.17413711547852,POINT (4.472711799631097 50.46672391374396),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6677,4.465525277358141,50.46558029738814,38.84725570678711,POINT (4.465525277358141 50.46558029738814),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6678,4.46732190792638,50.46558029738814,39.014739990234375,POINT (4.46732190792638 50.46558029738814),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6679,4.46911853849462,50.46558029738814,38.30849075317383,POINT (4.46911853849462 50.46558029738814),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6680,4.470915169062858,50.46558029738814,36.15086364746094,POINT (4.470915169062858 50.46558029738814),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6681,4.472711799631098,50.46558029738814,37.44959259033203,POINT (4.472711799631098 50.46558029738814),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6847,4.460135385653423,50.464436653374825,38.71914291381836,POINT (4.460135385653423 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6848,4.461932016221663,50.464436653374825,39.40994644165039,POINT (4.461932016221663 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6849,4.463728646789901,50.464436653374825,38.88186264038086,POINT (4.463728646789901 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6850,4.465525277358141,50.464436653374825,37.43390655517578,POINT (4.465525277358141 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6851,4.46732190792638,50.464436653374825,37.85688400268555,POINT (4.46732190792638 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6852,4.469118538494619,50.464436653374825,38.15425109863281,POINT (4.469118538494619 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6853,4.470915169062859,50.464436653374825,36.49480438232422,POINT (4.470915169062859 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
6854,4.472711799631098,50.464436653374825,36.25383377075195,POINT (4.472711799631098 50.464436653374825),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7010,4.442169079971033,50.46329298170382,39.649208068847656,POINT (4.442169079971033 50.46329298170382),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7011,4.443965710539272,50.46329298170383,38.91396713256836,POINT (4.443965710539272 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7012,4.445762341107511,50.46329298170384,34.999359130859375,POINT (4.445762341107511 50.46329298170384),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7018,4.456542124516946,50.46329298170383,34.617515563964844,POINT (4.456542124516946 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7019,4.458338755085185,50.46329298170383,36.84508895874024,POINT (4.458338755085185 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7020,4.460135385653423,50.46329298170383,38.58046722412109,POINT (4.460135385653423 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7021,4.461932016221663,50.46329298170383,39.65323638916016,POINT (4.461932016221663 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7022,4.463728646789902,50.46329298170383,37.09637451171875,POINT (4.463728646789902 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7023,4.465525277358141,50.46329298170383,37.30060195922852,POINT (4.465525277358141 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7024,4.46732190792638,50.46329298170383,37.80561447143555,POINT (4.46732190792638 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7025,4.469118538494619,50.46329298170383,37.47834014892578,POINT (4.469118538494619 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7026,4.470915169062858,50.46329298170383,35.87998580932617,POINT (4.470915169062858 50.46329298170383),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7183,4.442169079971033,50.46214928237494,43.637184143066406,POINT (4.442169079971033 50.46214928237494),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7184,4.443965710539272,50.46214928237493,42.02973937988281,POINT (4.443965710539272 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7185,4.445762341107511,50.46214928237494,39.47452545166016,POINT (4.445762341107511 50.46214928237494),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7186,4.4475589716757495,50.46214928237494,39.180084228515625,POINT (4.4475589716757495 50.46214928237494),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7187,4.449355602243989,50.46214928237493,35.23813247680664,POINT (4.449355602243989 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7189,4.452948863380469,50.46214928237494,34.956878662109375,POINT (4.452948863380469 50.46214928237494),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7190,4.454745493948706,50.46214928237493,36.75524520874024,POINT (4.454745493948706 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7191,4.456542124516945,50.46214928237493,37.58094024658203,POINT (4.456542124516945 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7192,4.458338755085185,50.46214928237493,37.57263946533203,POINT (4.458338755085185 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7193,4.460135385653423,50.46214928237493,37.64344024658203,POINT (4.460135385653423 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7194,4.461932016221663,50.46214928237493,39.27042007446289,POINT (4.461932016221663 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7195,4.463728646789902,50.46214928237493,37.9179801940918,POINT (4.463728646789902 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7196,4.465525277358141,50.46214928237493,37.7180290222168,POINT (4.465525277358141 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
7197,4.46732190792638,50.46214928237493,36.861812591552734,POINT (4.46732190792638 50.46214928237493),267,9992,52011P273,AERODROME,AERODROME,AERODROME,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,,52011,Charleroi,Charleroi,Charleroi,52000,Arrondissement Charleroi,Arrondissement de Charleroi,Bezirk Charleroi,50000,Provincie Henegouwen,Province du Hainaut,Provinz Hennegau,03000,Waals Gewest,Région wallonne,Wallonische Region,BE,BE3,BE32,BE32B,172.384045835,7660,2023-01-01
